sample_index,adc_raw,voltage_V
2535,513,0.10333
2536,343,0.06909
2537,454,0.09145
2538,952,0.19176
2539,1482,0.29852
2540,2019,0.40668
2541,2180,0.43911
2542,2027,0.40830
2543,1636,0.32954
2544,976,0.19659
2545,541,0.10897
2546,360,0.07251
2547,554,0.11159
2548,984,0.19821
2549,1585,0.31926
2550,2066,0.41615
2551,2187,0.44052
2552,2038,0.41051
2553,1570,0.31624
2554,978,0.19700
2555,493,0.09930
2556,319,0.06426
2557,561,0.11300
2558,1108,0.22318
2559,1634,0.32913
2560,2072,0.41736
2561,2229,0.44898
2562,1931,0.38896
2563,1445,0.29106
2564,879,0.17706
2565,464,0.09346
2566,376,0.07574
2567,611,0.12307
2568,1161,0.23386
2569,1688,0.34001
2570,2123,0.42763
2571,2215,0.44616
2572,1967,0.39621
2573,1404,0.28281
2574,810,0.16316
2575,432,0.08702
2576,350,0.07050
2577,646,0.13012
2578,1195,0.24071
2579,1731,0.34867
2580,2112,0.42542
2581,2175,0.43811
2582,1915,0.38574
2583,1335,0.26891
2584,801,0.16134
2585,394,0.07936
2586,391,0.07876
2587,731,0.14724
2588,1260,0.25380
2589,1830,0.36861
2590,2110,0.42501
2591,2202,0.44355
2592,1839,0.37043
2593,1288,0.25944
2594,678,0.13657
2595,373,0.07513
2596,363,0.07312
2597,762,0.15349
2598,1286,0.25904
2599,1835,0.36962
2600,2138,0.43065
2601,2179,0.43891
2602,1721,0.34666
2603,1223,0.24635
2604,645,0.12992
2605,400,0.08057
2606,387,0.07795
2607,868,0.17484
2608,1407,0.28341
2609,1878,0.37828
2610,2198,0.44274
2611,2105,0.42401
2612,1706,0.34364
2613,1164,0.23446
2614,647,0.13032
2615,304,0.06123
2616,403,0.08118
2617,930,0.18733
2618,1437,0.28945
2619,1926,0.38795
2620,2191,0.44133
2621,2110,0.42501
2622,1718,0.34605
2623,1062,0.21392
2624,626,0.12609
2625,314,0.06325
2626,491,0.09890
2627,963,0.19398
2628,1514,0.30496
2629,2018,0.40648
2630,2203,0.44375
2631,2053,0.41353
2632,1612,0.32470
2633,977,0.19680
2634,555,0.11179
2635,324,0.06526
2636,588,0.11844
2637,962,0.19377
2638,1589,0.32007
2639,2072,0.41736
2640,2218,0.44677
2641,1956,0.39399
2642,1571,0.31644
2643,915,0.18431
2644,495,0.09971
2645,301,0.06063
2646,594,0.11965
2647,1102,0.22197
2648,1645,0.33135
2649,2077,0.41837
2650,2168,0.43670
2651,1954,0.39359
2652,1452,0.29247
2653,892,0.17967
2654,466,0.09387
2655,330,0.06647
2656,592,0.11925
2657,1108,0.22318
2658,1739,0.35028
2659,2101,0.42320
2660,2191,0.44133
2661,1881,0.37889
2662,1437,0.28945
2663,839,0.16900
2664,398,0.08017
2665,367,0.07392
2666,657,0.13234
2667,1170,0.23567
2668,1720,0.34646
2669,2152,0.43347
2670,2205,0.44415
2671,1856,0.37385
2672,1315,0.26488
2673,769,0.15490
2674,386,0.07775
2675,360,0.07251
2676,685,0.13798
2677,1300,0.26186
2678,1838,0.37023
2679,2139,0.43086
2680,2191,0.44133
2681,1841,0.37083
2682,1283,0.25843
2683,725,0.14604
2684,388,0.07815
2685,379,0.07634
2686,780,0.15711
2687,1314,0.26468
2688,1891,0.38090
2689,2161,0.43529
2690,2136,0.43025
2691,1776,0.35774
2692,1169,0.23547
2693,630,0.12690
2694,327,0.06587
2695,443,0.08923
2696,809,0.16296
2697,1427,0.28744
2698,1930,0.38876
2699,2178,0.43871
2700,2098,0.42260
2701,1742,0.35089
2702,1180,0.23769
2703,644,0.12972
2704,347,0.06990
2705,413,0.08319
2706,914,0.18411
2707,1431,0.28824
2708,1951,0.39299
2709,2142,0.43146
2710,2096,0.42219
2711,1641,0.33054
2712,1113,0.22419
2713,586,0.11804
2714,347,0.06990
2715,490,0.09870
2716,928,0.18693
2717,1537,0.30960
2718,1996,0.40205
2719,2232,0.44959
2720,2052,0.41333
2721,1608,0.32390
2722,1009,0.20324
2723,544,0.10958
2724,389,0.07836
2725,489,0.09850
2726,974,0.19619
2727,1586,0.31947
2728,2073,0.41756
2729,2232,0.44959
2730,2020,0.40689
2731,1495,0.30114
2732,964,0.19418
2733,497,0.10011
2734,344,0.06929
2735,541,0.10897
2736,1104,0.22238
2737,1624,0.32712
2738,2039,0.41071
2739,2208,0.44475
2740,1967,0.39621
2741,1482,0.29852
2742,858,0.17283
2743,461,0.09286
2744,351,0.07070
2745,649,0.13073
2746,1128,0.22721
2747,1689,0.34021
2748,2076,0.41817
2749,2166,0.43629
2750,1890,0.38070
2751,1381,0.27817
2752,863,0.17383
2753,387,0.07795
2754,339,0.06828
2755,666,0.13415
2756,1191,0.23990
2757,1765,0.35552
2758,2134,0.42985
2759,2146,0.43227
2760,1878,0.37828
2761,1388,0.27958
2762,742,0.14946
2763,419,0.08440
2764,410,0.08259
2765,721,0.14523
2766,1314,0.26468
2767,1792,0.36096
2768,2162,0.43549
2769,2152,0.43347
2770,1843,0.37123
2771,1242,0.25017
2772,737,0.14845
2773,394,0.07936
2774,405,0.08158
2775,757,0.15248
2776,1313,0.26448
2777,1889,0.38050
2778,2177,0.43851
2779,2132,0.42945
2780,1755,0.35351
2781,1161,0.23386
2782,633,0.12750
2783,322,0.06486
2784,422,0.08500
2785,809,0.16296
2786,1422,0.28643
2787,1875,0.37768
2788,2186,0.44032
2789,2132,0.42945
2790,1695,0.34142
2791,1152,0.23205
2792,663,0.13355
2793,313,0.06305
2794,471,0.09487
2795,855,0.17222
2796,1507,0.30355
2797,1988,0.40044
2798,2192,0.44153
2799,2090,0.42099
2800,1628,0.32793
2801,1088,0.21915
2802,547,0.11018
2803,352,0.07090
2804,498,0.10031
2805,971,0.19559
2806,1536,0.30939
2807,1958,0.39440
2808,2215,0.44616
2809,2078,0.41857
2810,1573,0.31685
2811,973,0.19599
2812,494,0.09951
2813,357,0.07191
2814,487,0.09810
2815,1045,0.21049
2816,1608,0.32390
2817,2036,0.41011
2818,2207,0.44455
2819,1991,0.40104
2820,1509,0.30396
2821,897,0.18068
2822,443,0.08923
2823,373,0.07513
2824,570,0.11481
2825,1101,0.22177
2826,1619,0.32611
2827,2079,0.41877
2828,2224,0.44798
2829,1930,0.38876
2830,1418,0.28563
2831,896,0.18048
2832,419,0.08440
2833,318,0.06405
2834,645,0.12992
2835,1167,0.23507
2836,1719,0.34626
2837,2089,0.42078
2838,2217,0.44657
2839,1902,0.38312
2840,1378,0.27757
2841,792,0.15953
2842,425,0.08561
2843,341,0.06869
2844,680,0.13697
2845,1191,0.23990
2846,1774,0.35733
2847,2167,0.43650
2848,2188,0.44073
2849,1864,0.37546
2850,1301,0.26206
2851,750,0.15107
2852,408,0.08218
2853,371,0.07473
2854,700,0.14100
2855,1230,0.24776
2856,1830,0.36861
2857,2157,0.43448
2858,2186,0.44032
2859,1843,0.37123
2860,1282,0.25823
2861,728,0.14664
2862,399,0.08037
2863,357,0.07191
2864,800,0.16114
2865,1303,0.26246
2866,1867,0.37607
2867,2174,0.43791
2868,2150,0.43307
2869,1770,0.35653
2870,1178,0.23728
2871,670,0.13496
2872,354,0.07131
2873,407,0.08198
2874,838,0.16880
2875,1363,0.27455
2876,1879,0.37848
2877,2169,0.43690
2878,2128,0.42864
2879,1736,0.34968
2880,1148,0.23124
2881,574,0.11562
2882,324,0.06526
2883,445,0.08964
2884,855,0.17222
2885,1419,0.28583
2886,1996,0.40205
2887,2177,0.43851
2888,2131,0.42924
2889,1638,0.32994
2890,1062,0.21392
2891,564,0.11361
2892,354,0.07131
2893,490,0.09870
2894,951,0.19156
2895,1563,0.31483
2896,2005,0.40386
2897,2213,0.44576
2898,2032,0.40930
2899,1584,0.31906
2900,972,0.19579
2901,586,0.11804
2902,298,0.06003
2903,513,0.10333
2904,980,0.19740
2905,1611,0.32450
2906,2026,0.40809
2907,2202,0.44355
2908,2024,0.40769
2909,1500,0.30214
2910,974,0.19619
2911,459,0.09246
2912,312,0.06285
2913,553,0.11139
2914,1092,0.21996
2915,1691,0.34062
2916,2094,0.42179
2917,2215,0.44616
2918,1957,0.39420
2919,1408,0.28361
2920,867,0.17464
2921,465,0.09366
2922,326,0.06567
2923,644,0.12972
2924,1172,0.23607
2925,1728,0.34807
2926,2122,0.42743
2927,2234,0.44999
2928,1931,0.38896
2929,1430,0.28804
2930,837,0.16860
2931,358,0.07211
2932,353,0.07110
2933,680,0.13697
2934,1215,0.24474
2935,1755,0.35351
2936,2151,0.43327
2937,2176,0.43831
2938,1862,0.37506
2939,1329,0.26770
2940,815,0.16416
2941,343,0.06909
2942,341,0.06869
2943,687,0.13838
2944,1280,0.25783
2945,1861,0.37486
2946,2165,0.43609
2947,2149,0.43287
2948,1835,0.36962
2949,1257,0.25320
2950,720,0.14503
2951,392,0.07896
2952,415,0.08359
2953,747,0.15047
2954,1340,0.26991
2955,1906,0.38392
2956,2182,0.43952
2957,2125,0.42804
2958,1790,0.36056
2959,1174,0.23648
2960,646,0.13012
2961,347,0.06990
2962,454,0.09145
2963,834,0.16799
2964,1422,0.28643
2965,1937,0.39017
2966,2186,0.44032
2967,2081,0.41917
2968,1737,0.34988
2969,1140,0.22963
2970,604,0.12166
2971,352,0.07090
2972,467,0.09407
2973,875,0.17625
2974,1463,0.29469
2975,2000,0.40286
2976,2142,0.43146
2977,2088,0.42058
2978,1687,0.33981
2979,1102,0.22197
2980,559,0.11260
2981,301,0.06063
2982,449,0.09044
2983,990,0.19941
2984,1563,0.31483
2985,2028,0.40850
2986,2172,0.43750
2987,2086,0.42018
2988,1569,0.31604
2989,992,0.19982
2990,508,0.10233
2991,343,0.06909
2992,541,0.10897
2993,986,0.19861
2994,1584,0.31906
2995,2076,0.41817
2996,2194,0.44193
2997,1996,0.40205
2998,1514,0.30496
2999,912,0.18370
3000,456,0.09185
3001,313,0.06305
3002,573,0.11542
3003,1094,0.22036
3004,1646,0.33155
3005,2074,0.41776
3006,2230,0.44919
3007,1942,0.39117
3008,1445,0.29106
3009,826,0.16638
3010,474,0.09548
3011,348,0.07010
3012,665,0.13395
3013,1129,0.22741
3014,1720,0.34646
3015,2143,0.43166
3016,2173,0.43770
3017,1918,0.38634
3018,1352,0.27233
3019,821,0.16537
3020,426,0.08581
3021,342,0.06889
3022,699,0.14080
3023,1222,0.24615
3024,1757,0.35391
3025,2131,0.42924
3026,2159,0.43488
3027,1893,0.38130
3028,1321,0.26609
3029,788,0.15873
3030,398,0.08017
3031,332,0.06687
3032,734,0.14785
3033,1267,0.25521
3034,1798,0.36217
3035,2148,0.43267
3036,2140,0.43106
3037,1791,0.36076
3038,1264,0.25461
3039,669,0.13476
3040,331,0.06667
3041,433,0.08722
3042,815,0.16416
3043,1387,0.27938
3044,1863,0.37526
3045,2140,0.43106
3046,2130,0.42904
3047,1732,0.34887
3048,1216,0.24494
3049,659,0.13274
3050,338,0.06808
3051,383,0.07715
3052,830,0.16719
3053,1422,0.28643
3054,1900,0.38271
3055,2152,0.43347
3056,2098,0.42260
3057,1702,0.34283
3058,1105,0.22258
3059,549,0.11058
3060,344,0.06929
3061,473,0.09528
3062,862,0.17363
3063,1470,0.29610
3064,1978,0.39843
3065,2159,0.43488
3066,2107,0.42441
3067,1687,0.33981
3068,1100,0.22157
3069,502,0.10112
3070,325,0.06546
3071,500,0.10071
3072,969,0.19518
3073,1537,0.30960
3074,1968,0.39641
3075,2173,0.43770
3076,2011,0.40507
3077,1626,0.32752
3078,1058,0.21311
3079,543,0.10938
3080,359,0.07231
3081,548,0.11038
3082,1048,0.21110
3083,1592,0.32067
3084,2086,0.42018
3085,2186,0.44032
3086,1977,0.39822
3087,1529,0.30798
3088,919,0.18511
3089,448,0.09024
3090,311,0.06264
3091,606,0.12207
3092,1132,0.22802
3093,1629,0.32813
3094,2049,0.41273
3095,2182,0.43952
3096,1958,0.39440
3097,1429,0.28784
3098,823,0.16578
3099,416,0.08379
3100,352,0.07090
3101,632,0.12730
3102,1150,0.23164
3103,1757,0.35391
3104,2100,0.42300
3105,2189,0.44093
3106,1892,0.38110
3107,1355,0.27294
3108,791,0.15933
3109,437,0.08802
3110,344,0.06929
3111,639,0.12871
3112,1219,0.24554
3113,1793,0.36116
3114,2185,0.44012
3115,2173,0.43770
3116,1834,0.36942
3117,1300,0.26186
3118,720,0.14503
3119,348,0.07010
3120,353,0.07110
3121,756,0.15228
3122,1252,0.25219
3123,1784,0.35935
3124,2136,0.43025
3125,2108,0.42461
3126,1797,0.36197
3127,1222,0.24615
3128,660,0.13294
3129,372,0.07493
3130,404,0.08138
3131,766,0.15429
3132,1363,0.27455
3133,1850,0.37264
3134,2143,0.43166
3135,2135,0.43005
3136,1722,0.34686
3137,1219,0.24554
3138,624,0.12569
3139,387,0.07795
3140,424,0.08541
3141,857,0.17262
3142,1455,0.29308
3143,1875,0.37768
3144,2147,0.43247
3145,2149,0.43287
3146,1726,0.34767
3147,1132,0.22802
3148,631,0.12710
3149,304,0.06123
3150,448,0.09024
3151,868,0.17484
3152,1472,0.29650
3153,1945,0.39178
3154,2181,0.43932
3155,2085,0.41998
3156,1616,0.32551
3157,1047,0.21090
3158,545,0.10978
3159,313,0.06305
3160,457,0.09205
3161,947,0.19075
3162,1530,0.30819
3163,2029,0.40870
3164,2158,0.43468
3165,2004,0.40366
3166,1593,0.32088
3167,1003,0.20203
3168,498,0.10031
3169,350,0.07050
3170,576,0.11602
3171,1067,0.21492
3172,1597,0.32168
3173,2010,0.40487
3174,2184,0.43992
3175,2024,0.40769
3176,1477,0.29751
3177,945,0.19035
3178,469,0.09447
3179,308,0.06204
3180,611,0.12307
3181,1123,0.22620
3182,1683,0.33900
3183,2099,0.42280
3184,2180,0.43911
3185,1930,0.38876
3186,1413,0.28462
3187,873,0.17585
3188,448,0.09024
3189,343,0.06909
3190,615,0.12388
3191,1180,0.23769
3192,1701,0.34263
3193,2089,0.42078
3194,2167,0.43650
3195,1918,0.38634
3196,1357,0.27334
3197,828,0.16678
3198,447,0.09004
3199,320,0.06446
3200,618,0.12448
3201,1252,0.25219
3202,1802,0.36297
3203,2124,0.42783
3204,2191,0.44133
3205,1833,0.36922
3206,1298,0.26145
3207,786,0.15832
3208,400,0.08057
3209,421,0.08480
3210,750,0.15107
3211,1243,0.25038
3212,1822,0.36700
3213,2106,0.42421
3214,2128,0.42864
3215,1834,0.36942
3216,1264,0.25461
3217,720,0.14503
3218,371,0.07473
3219,391,0.07876
3220,792,0.15953
3221,1367,0.27535
3222,1932,0.38916
3223,2145,0.43206
3224,2156,0.43428
3225,1760,0.35451
3226,1158,0.23325
3227,632,0.12730
3228,334,0.06728
3229,461,0.09286
3230,863,0.17383
3231,1444,0.29086
3232,1954,0.39359
3233,2153,0.43368
3234,2095,0.42199
3235,1702,0.34283
3236,1154,0.23245
3237,636,0.12811
3238,371,0.07473
3239,481,0.09689
3240,935,0.18834
3241,1503,0.30275
3242,1940,0.39077
3243,2184,0.43992
3244,2099,0.42280
3245,1650,0.33236
3246,1005,0.20244
3247,503,0.10132
3248,352,0.07090
3249,539,0.10857
3250,950,0.19136
3251,1589,0.32007
3252,2039,0.41071
3253,2203,0.44375
3254,2017,0.40628
3255,1606,0.32349
3256,1008,0.20304
3257,550,0.11079
3258,313,0.06305
3259,582,0.11723
3260,1079,0.21734
3261,1590,0.32027
3262,2012,0.40527
3263,2192,0.44153
3264,2033,0.40950
3265,1486,0.29932
3266,954,0.19216
3267,480,0.09669
3268,296,0.05962
3269,559,0.11260
3270,1071,0.21573
3271,1660,0.33437
3272,2079,0.41877
3273,2189,0.44093
3274,1932,0.38916
3275,1444,0.29086
3276,895,0.18028
3277,406,0.08178
3278,334,0.06728
3279,655,0.13194
3280,1138,0.22923
3281,1714,0.34525
3282,2098,0.42260
3283,2195,0.44214
3284,1894,0.38151
3285,1379,0.27777
3286,777,0.15651
3287,417,0.08400
3288,365,0.07352
3289,684,0.13778
3290,1238,0.24937
3291,1799,0.36237
3292,2123,0.42763
3293,2179,0.43891
3294,1884,0.37949
3295,1259,0.25360
3296,733,0.14765
3297,390,0.07856
3298,318,0.06405
3299,721,0.14523
3300,1278,0.25743
3301,1829,0.36841
3302,2131,0.42924
3303,2168,0.43670
3304,1812,0.36499
3305,1276,0.25702
3306,712,0.14342
3307,330,0.06647
3308,415,0.08359
3309,786,0.15832
3310,1364,0.27475
3311,1926,0.38795
3312,2172,0.43750
3313,2118,0.42663
3314,1768,0.35613
3315,1219,0.24554
3316,658,0.13254
3317,361,0.07272
3318,451,0.09084
3319,883,0.17786
3320,1442,0.29046
3321,1953,0.39339
3322,2206,0.44435
3323,2098,0.42260
3324,1735,0.34948
3325,1135,0.22862
3326,571,0.11502
3327,365,0.07352
3328,444,0.08943
3329,884,0.17806
3330,1508,0.30375
3331,1986,0.40004
3332,2160,0.43509
3333,2035,0.40991
3334,1633,0.32893
3335,1009,0.20324
3336,569,0.11461
3337,293,0.05902
3338,511,0.10293
3339,933,0.18793
3340,1586,0.31947
3341,2004,0.40366
3342,2168,0.43670
3343,2040,0.41091
3344,1524,0.30698
3345,983,0.19800
3346,459,0.09246
3347,327,0.06587
3348,491,0.09890
3349,1001,0.20163
3350,1636,0.32954
3351,2085,0.41998
3352,2225,0.44818
3353,2021,0.40709
3354,1466,0.29529
3355,900,0.18129
3356,422,0.08500
3357,327,0.06587
3358,596,0.12005
3359,1086,0.21875
3360,1715,0.34545
3361,2118,0.42663
3362,2231,0.44939
3363,1949,0.39258
3364,1446,0.29127
3365,883,0.17786
3366,450,0.09064
3367,345,0.06949
3368,618,0.12448
3369,1145,0.23064
3370,1735,0.34948
3371,2146,0.43227
3372,2186,0.44032
3373,1875,0.37768
3374,1373,0.27656
3375,782,0.15752
3376,396,0.07977
3377,349,0.07030
3378,665,0.13395
3379,1241,0.24997
3380,1778,0.35814
3381,2137,0.43045
3382,2176,0.43831
3383,1819,0.36640
3384,1287,0.25924
3385,733,0.14765
3386,386,0.07775
3387,408,0.08218
3388,735,0.14805
3389,1299,0.26166
3390,1869,0.37647
3391,2120,0.42703
3392,2169,0.43690
3393,1775,0.35754
3394,1280,0.25783
3395,710,0.14301
3396,337,0.06788
3397,411,0.08279
3398,773,0.15570
3399,1360,0.27394
3400,1892,0.38110
3401,2163,0.43569
3402,2148,0.43267
3403,1713,0.34505
3404,1146,0.23084
3405,634,0.12771
3406,383,0.07715
3407,405,0.08158
3408,832,0.16759
3409,1408,0.28361
3410,1910,0.38473
3411,2172,0.43750
3412,2147,0.43247
3413,1718,0.34605
3414,1144,0.23043
3415,574,0.11562
3416,365,0.07352
3417,440,0.08863
3418,893,0.17988
3419,1463,0.29469
3420,1963,0.39540
3421,2189,0.44093
3422,2084,0.41978
3423,1661,0.33457
3424,1010,0.20344
3425,473,0.09528
3426,349,0.07030
3427,514,0.10353
3428,986,0.19861
3429,1518,0.30577
3430,1998,0.40245
3431,2193,0.44173
3432,1991,0.40104
3433,1515,0.30516
3434,997,0.20082
3435,439,0.08843
3436,289,0.05821
3437,579,0.11663
3438,1076,0.21674
3439,1610,0.32430
3440,2029,0.40870
3441,2183,0.43972
3442,2020,0.40689
3443,1490,0.30013
3444,916,0.18451
3445,457,0.09205
3446,305,0.06144
3447,637,0.12831
3448,1136,0.22882
3449,1714,0.34525
3450,2068,0.41655
3451,2217,0.44657
3452,1970,0.39681
3453,1393,0.28059
3454,834,0.16799
3455,428,0.08621
3456,356,0.07171
3457,694,0.13979
3458,1149,0.23144
3459,1742,0.35089
3460,2143,0.43166
3461,2173,0.43770
3462,1881,0.37889
3463,1343,0.27052
3464,818,0.16477
3465,370,0.07453
3466,396,0.07977
3467,726,0.14624
3468,1267,0.25521
3469,1821,0.36680
3470,2110,0.42501
3471,2163,0.43569
3472,1815,0.36559
3473,1255,0.25279
3474,712,0.14342
3475,350,0.07050
3476,353,0.07110
3477,772,0.15550
3478,1343,0.27052
3479,1803,0.36318
3480,2143,0.43166
3481,2146,0.43227
3482,1821,0.36680
3483,1234,0.24856
3484,695,0.13999
3485,318,0.06405
3486,417,0.08400
3487,846,0.17041
3488,1317,0.26528
3489,1907,0.38412
3490,2192,0.44153
3491,2118,0.42663
3492,1769,0.35633
3493,1151,0.23184
3494,661,0.13314
3495,314,0.06325
3496,400,0.08057
3497,842,0.16960
3498,1385,0.27898
3499,1909,0.38453
3500,2145,0.43206
3501,2127,0.42844
3502,1652,0.33276
3503,1133,0.22822
3504,607,0.12227
3505,371,0.07473
3506,448,0.09024
3507,889,0.17907
3508,1456,0.29328
3509,1962,0.39520
3510,2204,0.44395
3511,2032,0.40930
3512,1594,0.32108
3513,1070,0.21553
3514,494,0.09951
3515,286,0.05761
3516,506,0.10192
3517,1000,0.20143
3518,1571,0.31644
3519,2031,0.40910
3520,2201,0.44334
3521,1996,0.40205
3522,1584,0.31906
3523,980,0.19740
3524,506,0.10192
3525,302,0.06083
3526,554,0.11159
3527,1008,0.20304
3528,1621,0.32652
3529,2084,0.41978
3530,2156,0.43428
3531,1975,0.39782
3532,1468,0.29570
3533,932,0.18773
3534,421,0.08480
3535,354,0.07131
3536,600,0.12086
3537,1091,0.21976
3538,1701,0.34263
3539,2122,0.42743
3540,2204,0.44395
3541,1957,0.39420
3542,1391,0.28019
3543,864,0.17403
3544,433,0.08722
3545,320,0.06446
3546,643,0.12952
3547,1164,0.23446
3548,1710,0.34444
3549,2097,0.42240
3550,2153,0.43368
3551,1896,0.38191
3552,1349,0.27173
3553,790,0.15913
3554,416,0.08379
3555,336,0.06768
3556,658,0.13254
3557,1279,0.25763
3558,1760,0.35451
3559,2157,0.43448
3560,2144,0.43186
3561,1832,0.36902
3562,1329,0.26770
3563,772,0.15550
3564,367,0.07392
3565,352,0.07090
3566,764,0.15389
3567,1313,0.26448
3568,1866,0.37587
3569,2133,0.42965
3570,2179,0.43891
3571,1776,0.35774
3572,1202,0.24212
3573,662,0.13335
3574,377,0.07594
3575,425,0.08561
3576,827,0.16658
3577,1368,0.27555
3578,1890,0.38070
3579,2147,0.43247
3580,2096,0.42219
3581,1722,0.34686
3582,1180,0.23769
3583,628,0.12650
3584,351,0.07070
3585,449,0.09044
3586,904,0.18209
3587,1449,0.29187
3588,1937,0.39017
3589,2199,0.44294
3590,2094,0.42179
3591,1711,0.34464
3592,1089,0.21936
3593,585,0.11784
3594,349,0.07030
3595,461,0.09286
3596,942,0.18975
3597,1508,0.30375
3598,2025,0.40789
3599,2194,0.44193
3600,2036,0.41011
3601,1601,0.32249
3602,1011,0.20364
3603,502,0.10112
3604,308,0.06204
3605,466,0.09387
3606,1010,0.20344
3607,1588,0.31987
3608,2030,0.40890
3609,2206,0.44435
3610,2041,0.41112
3611,1529,0.30798
3612,991,0.19962
3613,483,0.09729
3614,327,0.06587
3615,607,0.12227
3616,1061,0.21372
3617,1629,0.32813
3618,2050,0.41293
3619,2168,0.43670
3620,1993,0.40145
3621,1444,0.29086
3622,927,0.18672
3623,462,0.09306
3624,374,0.07533
3625,606,0.12207
3626,1104,0.22238
3627,1705,0.34344
3628,2084,0.41978
3629,2189,0.44093
3630,1943,0.39138
3631,1454,0.29288
3632,860,0.17323
3633,445,0.08964
3634,319,0.06426
3635,684,0.13778
3636,1193,0.24030
3637,1787,0.35995
3638,2129,0.42884
3639,2165,0.43609
3640,1908,0.38433
3641,1372,0.27636
3642,757,0.15248
3643,392,0.07896
3644,399,0.08037
3645,690,0.13899
3646,1216,0.24494
3647,1767,0.35592
3648,2138,0.43065
3649,2180,0.43911
3650,1866,0.37587
3651,1285,0.25884
3652,694,0.13979
3653,398,0.08017
3654,378,0.07614
3655,774,0.15591
3656,1289,0.25964
3657,1834,0.36942
3658,2189,0.44093
3659,2152,0.43347
3660,1786,0.35975
3661,1215,0.24474
3662,709,0.14281
3663,356,0.07171
3664,416,0.08379
3665,823,0.16578
3666,1348,0.27153
3667,1904,0.38352
3668,2170,0.43710
3669,2150,0.43307
3670,1719,0.34626
3671,1221,0.24594
3672,652,0.13133
3673,345,0.06949
3674,485,0.09769
3675,882,0.17766
3676,1446,0.29127
3677,1918,0.38634
3678,2213,0.44576
3679,2048,0.41253
3680,1661,0.33457
3681,1122,0.22600
3682,622,0.12529
3683,371,0.07473
3684,461,0.09286
3685,956,0.19257
3686,1525,0.30718
3687,1972,0.39722
3688,2163,0.43569
3689,2038,0.41051
3690,1604,0.32309
3691,1002,0.20183
3692,561,0.11300
3693,366,0.07372
3694,542,0.10917
3695,969,0.19518
3696,1608,0.32390
3697,2017,0.40628
3698,2216,0.44637
3699,2013,0.40548
3700,1566,0.31544
3701,990,0.19941
3702,538,0.10837
3703,326,0.06567
3704,539,0.10857
3705,1087,0.21895
3706,1640,0.33034
3707,2089,0.42078
3708,2179,0.43891
3709,1946,0.39198
3710,1502,0.30255
3711,880,0.17726
3712,469,0.09447
3713,342,0.06889
3714,618,0.12448
3715,1154,0.23245
3716,1690,0.34041
3717,2126,0.42824
3718,2162,0.43549
3719,1947,0.39218
3720,1367,0.27535
3721,853,0.17182
3722,459,0.09246
3723,332,0.06687
3724,662,0.13335
3725,1208,0.24333
3726,1720,0.34646
3727,2085,0.41998
3728,2198,0.44274
3729,1932,0.38916
3730,1343,0.27052
3731,809,0.16296
3732,388,0.07815
3733,329,0.06627
3734,712,0.14342
3735,1240,0.24977
3736,1826,0.36781
3737,2147,0.43247
3738,2140,0.43106
3739,1845,0.37164
3740,1314,0.26468
3741,752,0.15147
3742,342,0.06889
3743,394,0.07936
3744,773,0.15570
3745,1335,0.26891
3746,1824,0.36741
3747,2137,0.43045
3748,2143,0.43166
3749,1765,0.35552
3750,1229,0.24756
3751,694,0.13979
3752,351,0.07070
3753,444,0.08943
3754,810,0.16316
3755,1377,0.27737
3756,1879,0.37848
3757,2183,0.43972
3758,2111,0.42522
3759,1703,0.34303
3760,1133,0.22822
3761,655,0.13194
3762,334,0.06728
3763,384,0.07735
3764,859,0.17303
3765,1417,0.28542
3766,1956,0.39399
3767,2185,0.44012
3768,2120,0.42703
3769,1695,0.34142
3770,1140,0.22963
3771,572,0.11522
3772,306,0.06164
3773,501,0.10092
3774,951,0.19156
3775,1484,0.29892
3776,1992,0.40125
3777,2177,0.43851
3778,2092,0.42139
3779,1601,0.32249
3780,1062,0.21392
3781,558,0.11240
3782,306,0.06164
3783,545,0.10978
3784,968,0.19498
3785,1575,0.31725
3786,2075,0.41796
3787,2208,0.44475
3788,2017,0.40628
3789,1513,0.30476
3790,972,0.19579
3791,487,0.09810
3792,329,0.06627
3793,586,0.11804
3794,998,0.20103
3795,1636,0.32954
3796,2081,0.41917
3797,2225,0.44818
3798,2002,0.40326
3799,1455,0.29308
3800,928,0.18693
3801,489,0.09850
3802,330,0.06647
3803,576,0.11602
3804,1097,0.22097
3805,1653,0.33296
3806,2109,0.42481
3807,2198,0.44274
3808,1942,0.39117
3809,1450,0.29207
3810,854,0.17202
3811,382,0.07695
3812,307,0.06184
3813,640,0.12891
3814,1194,0.24051
3815,1721,0.34666
3816,2144,0.43186
3817,2152,0.43347
3818,1857,0.37405
3819,1318,0.26548
3820,801,0.16134
3821,386,0.07775
3822,353,0.07110
3823,737,0.14845
3824,1234,0.24856
3825,1831,0.36882
3826,2146,0.43227
3827,2191,0.44133
3828,1864,0.37546
3829,1263,0.25440
3830,711,0.14322
3831,382,0.07695
3832,357,0.07191
3833,749,0.15087
3834,1341,0.27012
3835,1886,0.37989
3836,2170,0.43710
3837,2187,0.44052
3838,1771,0.35673
3839,1259,0.25360
3840,652,0.13133
3841,354,0.07131
3842,449,0.09044
3843,811,0.16336
3844,1358,0.27354
3845,1893,0.38130
3846,2138,0.43065
3847,2135,0.43005
3848,1755,0.35351
3849,1131,0.22782
3850,604,0.12166
3851,352,0.07090
3852,424,0.08541
3853,872,0.17565
