ADC_Value
448
534
11
472
261
249
212
528
547
172
544
505
464
483
547
547
445
60
556
534
548
22
538
555
549
539
481
0
478
215
480
468
547
550
507
533
530
511
531
491
470
545
542
29
23
518
10
65
476
271
92
523
107
507
555
507
0
491
548
509
0
83
541
510
491
35
348
550
21
499
552
66
480
0
555
474
543
482
464
153
0
551
465
94
521
470
448
470
545
554
520
498
418
422
551
484
481
539
0
177
0
539
544
530
473
535
548
509
516
533
394
480
550
17
420
7
467
243
231
551
551
549
550
549
490
486
538
96
542
467
274
7
310
42
369
348
395
301
62
0
88
527
507
526
0
149
490
482
495
471
489
520
548
550
518
541
375
39
544
20
498
65
90
104
548
546
530
546
549
485
544
0
482
462
541
10
11
315
519
38
538
520
533
300
520
547
538
547
500
502
542
542
173
547
557
510
481
465
12
556
489
542
522
543
492
548
552
549
76
0
550
477
529
552
557
149
529
493
552
0
505
478
549
467
405
475
475
347
319
557
1
496
496
553
547
524
176
159
480
0
547
537
494
483
77
60
336
22
470
546
541
292
505
476
1
530
213
484
185
555
153
478
209
484
534
534
493
491
536
379
547
494
12
424
542
265
548
0
498
476
0
509
527
477
550
548
0
9
545
406
328
537
363
478
325
476
524
544
547
552
543
483
186
542
526
527
134
546
488
234
467
69
542
541
508
494
24
54
474
8
263
525
480
0
550
177
543
190
483
512
0
0
454
440
475
545
546
25
522
549
483
0
536
557
0
459
548
462
0
125
543
534
245
487
477
61
548
34
488
519
45
61
502
80
547
98
479
498
471
0
468
190
549
542
497
545
542
475
306
536
394
31
477
473
549
538
526
246
469
548
540
184
535
542
488
0
109
509
476
468
537
548
354
525
392
299
547
81
465
546
466
545
177
487
155
555
551
0
510
85
464
521
547
394
521
337
547
539
412
407
476
524
538
253
464
554
469
538
527
548
164
504
475
536
472
505
545
543
553
546
535
466
475
548
545
66
502
266
472
0
544
125
146
550
467
479
118
471
244
547
493
537
317
33
352
493
542
544
492
538
0
229
553
0
183
534
491
141
547
490
546
88
483
554
54
549
339
499
538
473
65
67
81
475
550
545
464
461
506
462
544
548
465
103
549
485
509
57
549
548
546
542
556
546
9
531
84
516
507
502
0
534
535
173
528
533
472
244
78
545
424
412
392
361
532
396
316
521
534
99
550
543
547
506
158
516
102
222
484
494
79
469
296
515
330
31
474
390
550
62
524
93
549
538
544
528
152
539
537
504
544
529
468
497
539
544
495
479
82
106
173
542
547
487
543
421
551
43
470
34
338
518
500
15
550
552
551
0
0
557
547
501
477
156
536
508
463
0
533
511
232
540
509
550
11
17
346
375
540
551
9
525
553
547
548
550
460
547
512
482
469
0
471
555
5
485
495
499
471
492
306
536
4
496
473
468
505
206
529
151
512
537
114
526
239
539
486
492
537
540
552
42
519
6
551
479
237
551
556
467
542
152
551
554
475
541
469
546
464
422
16
481
547
547
521
64
538
546
523
223
0
550
484
482
549
510
539
481
0
508
552
60
402
541
35
474
323
518
501
11
241
550
205
551
558
162
181
544
213
551
551
554
546
490
552
395
346
31
474
478
554
547
528
483
219
0
0
152
169
530
489
492
546
543
544
546
401
376
367
43
494
500
498
505
544
475
542
550
166
503
546
508
545
459
77
555
11
48
493
495
544
280
480
463
540
552
547
478
175
534
501
482
209
473
488
484
518
422
321
345
542
554
314
5
547
503
498
545
500
530
0
548
501
548
533
218
453
543
285
18
49
547
511
536
551
504
7
543
548
464
525
509
542
0
528
558
226
536
515
521
541
47
534
359
369
336
523
522
452
85
94
550
542
508
505
156
180
545
525
475
469
519
487
423
554
546
28
547
521
541
541
542
249
543
466
531
549
482
532
461
464
465
551
475
80
290
541
531
548
554
520
312
480
543
471
506
551
192
551
473
547
545
474
0
248
541
517
548
516
320
377
355
522
315
10
539
0
541
524
0
550
172
0
516
536
477
538
0
251
287
295
541
544
341
470
468
24
541
541
549
549
232
213
136
473
502
464
548
491
522
529
80
5
414
317
539
477
539
406
293
551
525
526
471
482
548
487
540
550
470
134
490
545
2
9
284
60
13
518
364
24
554
477
547
495
479
528
518
473
551
527
152
547
108
510
491
555
550
60
489
488
370
493
520
540
489
478
479
214
546
191
545
552
540
467
466
465
103
505
472
280
511
12
475
29
489
495
538
479
3
547
521
540
124
474
0
0
554
485
548
506
485
469
66
536
335
42
472
519
547
493
7
81
481
483
467
543
529
508
548
0
492
3
509
531
429
540
500
494
338
496
518
524
476
480
470
530
0
554
0
177
135
501
469
2
530
305
547
38
470
363
542
496
528
485
83
522
0
200
484
168
504
548
504
554
533
468
72
496
516
336
515
32
49
55
294
550
551
500
100
473
464
547
0
528
469
478
463
542
550
455
290
486
517
558
371
541
496
541
266
485
525
556
198
506
485
533
546
94
550
469
468
489
413
520
373
501
35
543
497
478
460
478
548
462
125
552
506
533
484
557
464
543
471
490
299
410
531
516
478
551
482
545
551
232
505
548
529
505
524
182
125
484
534
86
269
541
21
337
538
538
557
310
541
480
260
0
0
547
510
0
540
103
100
528
481
468
495
551
330
542
474
48
546
482
525
473
216
525
141
0
554
509
508
487
536
458
470
548
476
496
470
479
346
546
421
502
0
551
547
472
500
177
486
463
461
112
483
544
553
477
519
547
540
327
481
504
523
475
531
527
542
502
161
505
466
206
483
538
80
545
15
545
536
31
37
554
417
437
556
529
554
213
542
551
167
543
468
547
557
0
81
271
11
476
25
478
548
491
403
284
270
549
537
467
543
542
529
545
197
543
1
245
470
486
55
549
395
545
533
42
497
473
4
547
550
550
472
547
554
482
504
113
508
469
464
445
547
545
521
361
544
47
538
519
493
5
467
96
542
0
545
0
553
214
92
62
551
536
522
322
547
536
542
550
547
534
517
545
470
526
544
490
463
450
427
547
519
334
346
40
46
408
512
496
498
90
244
548
117
557
481
152
548
531
528
214
546
492
495
49
41
355
553
492
56
547
544
0
555
504
0
508
166
534
139
492
104
488
89
456
508
422
478
34
492
472
544
477
526
472
544
0
133
540
479
537
554
542
531
492
87
490
510
465
23
30
552
557
298
273
472
4
523
532
505
471
466
486
533
527
473
484
547
492
487
513
27
510
327
412
490
538
502
547
0
498
541
552
543
548
527
545
95
489
547
300
18
552
350
479
25
52
442
548
471
558
530
550
471
551
162
146
0
207
531
472
483
520
9
510
29
479
481
15
506
449
475
484
118
0
465
548
474
534
519
528
533
551
411
50
29
548
517
411
60
547
0
543
495
0
499
550
463
197
538
223
485
547
467
531
55
16
45
357
552
308
485
532
523
523
547
548
542
508
174
545
510
536
505
487
4
9
53
51
541
525
520
315
543
535
77
543
544
0
143
507
545
202
0
544
470
78
70
546
535
516
491
524
11
556
497
243
480
115
505
542
469
533
505
205
527
237
261
75
535
320
536
544
538
439
64
528
550
546
0
534
528
481
488
497
511
459
539
473
531
530
511
543
517
547
28
500
63
526
248
101
476
466
180
488
171
470
469
488
0
543
79
547
487
392
550
43
510
48
295
496
255
0
551
217
128
526
549
492
483
0
469
546
469
301
391
479
536
548
63
3
549
521
545
500
470
510
156
516
460
0
0
485
488
493
493
522
533
472
518
420
540
489
554
235
118
478
501
166
471
548
535
550
476
2
521
517
491
323
545
471
550
54
427
450
460
545
526
527
481
177
549
0
524
546
504
547
0
489
549
13
521
359
544
543
466
552
480
477
544
188
182
552
462
550
1
0
544
443
472
399
551
542
59
547
540
520
542
528
463
525
0
503
166
0
464
0
551
529
490
487
15
316
334
542
338
478
424
291
478
479
524
523
525
155
551
511
122
488
94
551
539
518
405
378
550
517
28
542
303
552
478
554
542
557
541
549
527
532
530
114
473
553
0
456
516
58
536
39
537
37
297
545
542
538
546
532
527
521
532
548
524
202
530
509
488
473
8
476
393
547
346
40
59
552
78
0
100
539
508
532
479
0
487
544
511
499
516
492
498
557
544
360
376
478
12
550
470
526
217
501
545
533
465
547
541
528
549
246
470
510
296
316
380
533
499
549
499
547
546
480
244
222
500
509
0
497
468
545
555
212
545
517
3
61
16
549
467
530
501
494
546
291
549
552
548
552
529
152
162
0
547
529
0
547
529
458
426
512
39
512
30
392
16
64
490
542
530
481
524
0
547
547
544
548
215
525
468
490
465
474
397
521
349
474
537
502
526
553
477
0
540
0
463
481
182
543
530
0
474
507
534
537
491
550
39
42
324
478
553
495
0
479
529
503
521
153
504
151
487
134
530
233
465
289
303
406
530
544
474
42
493
547
545
482
493
540
470
128
529
544
541
541
115
549
